session,speaker,global_timestamp_sec,transcript
2021_06_10_SLU_S3,Nikole Lewis,1046.0,"Okay. Just just the reality of it. Um, but I I don't want to lose sight of pushing for the fact that having a sample of 500 planets is necessary to answer some of the questions that's lingering in all of our minds and thinking about what is necessary to then have that sample size because if we just keep going along of we get what we get and we don't get upset. Um, we're going to make really slow progress. And so that's I think we two pronged approach sort of thing is kind of what I'm thinking about, which is yeah, we're going to learn a lot from those first five habitable zone planets, but"
2021_06_10_SLU_S3,Leslie Rogers,922.0,"Yeah, I guess I mean the Havoc report was somewhat centered around these kind of hypothesis testing, like exploring our systems inside the zone different than those outside and kind of granted with a much smaller number of planets than Luvoir, kind of the the strength of a non detection or like a null result is less powerful."
2021_06_10_SLU_S3,Leslie Rogers,1013.0,"Yeah, I guess I mean the Havoc report was somewhat centered around these kind of hypothesis testing, like exploring our systems inside the zone different than those outside and kind of granted with a much smaller number of planets than Luvoir, kind of the the strength of a non detection or like a null result is less powerful. So I think there are there are perhaps some questions that are completely inaccessible to the smaller Havoc scale meeting like mission, like um time variability on a given planet perhaps. But the other questions that you could address with either, it would be kind of the level of scope. Like and and it would be somewhat what you would like if 50 if 50% of planets in the habitable zone have a detectable bio signature, then Havoc would detect one, but if that's optimistically not the case, then um you'd have a null result and just set some kind of upper limit. And and the upper limit that you'd get from a null result with Havoc is just a lot less informative than with Luvoir. It's still informative given our current prior state of knowledge, but um yeah, I I would kind of divide the questions into two different categories. There's some that you could just still do with Havoc, but definitely do way better with Luvoir and then there are others that like just are inaccessible."
2021_06_10_SLU_S3,Andy Skemer,1115.0,Sorry.
2021_06_10_SLU_S3,Lisa Kaltenegger,668.0,"I think just like a very short comment on that, like talking to the biologists that do evolution, they don't really care about the moon. They uh, I think this is sometimes a notion that we have because we have one, but they are saying if life actually evolved on a planet without a moon where the the climate is maybe not as stable or seasonal, shouldn't matter, especially not if it's in the ocean or subsurface or if it evolved for it. So so it's not I I completely had the same idea that you had before that uh that a moon was essential, but every biologist I've spoken so far actually uh does not agree with that notion. So I think it's something that um is very interesting to see, you know, how often do these crashes happen and I think uh an even more interesting thing is like are these crashes a requirement or very useful for plate tectonics? I think this is where it becomes actually very interesting because that is different, right? So the moon is now stabilizing or doing the rotation thing or stabilizing the seasons, but maybe it's helping get plate tectonics started. That's uh kind of line of thought that a couple of people were thinking about making a moon potentially important. Sorry, but um is there anything that that you guys want to want to discuss of those ideas or do we just have a potpourri of ideas and then whenever you have like the the get together with all the the fellows only, uh you're going to flesh out something more? I don't know."
2021_06_10_SLU_S3,Andrew Vanderburg,1157.0,"Yeah, we'll have stellar types easily."
2021_06_10_SLU_S3,Eliza Kempton,726.0,The D to H ratio requires a completely different uh observational setup than most of what we've been talking about so far today. That's I mean that that's that's probably that's very high spectral resolution probably ground based instruments uh we haven't we haven't we haven't talked about we haven't talked much about observations from the ground today.
2021_06_11_SLU_S9,Richard Wiener,681.0,"Maybe in the meantime, uh you guys can take a moment, look at the prompt and write a few thoughts down and then hopefully Lisa will be joining us shortly and we'll see how it goes from there. Um I'll be back in a couple minutes if we don't get Lisa. Okay. And of course yeah, if you guys are done after a minute writing down, uh you can certainly uh introduce one another to if if you anyone hasn't met anyone else and uh yeah, we'll see what happens. I anticipate Lisa will be here in a minute. Oh, here she is."
2021_06_11_SLU_S9,Meredith MacGregor,827.0,"This is the first time I'm in a group with like not a lot of biologists and a lot of astronomers. So um I do observational astronomy. I pretty much use any telescope I can get time on, which ranges from the radio through the optical, through the UV and the X-ray and I am really interested in trying to observe and understand all parts of planetary systems."
2021_06_11_SLU_S9,Keith Hawkins,976.0,"Um using stars as fossils, but I you know, work very heavily on stellar chemistry. So I'm trained as an observational spectroscopist and do a lot of stuff with combining stellar chemistry, dynamics, ages and so forth to understand Milky Way formation. But in the context of um habitability and exoplanets, um I'm I also have a strong interest in um trying to understand the star planet connection."
2021_06_11_SLU_S9,Katherine de Kleer,1050.0,"You know, like Meredith, every telescope I can get my hands on optical, infrared, millimeter and radio um or ground based, space based, whatever. Um and I am particularly interested in the the the atmospheres, surfaces and geological activity of moons and um asteroids in the solar system and relevant to this the topic of this session."
2021_06_11_SLU_S9,Lisa Kaltenegger,676.0,Noah?
2021_06_11_SLU_S9,Lisa Kaltenegger,738.0,"3.2, right? Yes, great."
